JobID|JobIDRaw|Cluster|Partition|Account|Group|GID|User|UID|Submit|Eligible|Start|End|Elapsed|ExitCode|State|NNodes|NCPUS|ReqCPUS|ReqMem|Timelimit|NodeList|QOS|ScheduledBy|JobName
1162|1162|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:21:06|2017-01-01T02:21:06|2017-01-01T02:27:11|2017-01-01T02:30:05|00:02:54|0:0|COMPLETED|8|96|96|2800Mn|00:29:00|b[1-2,4-9]|normal|1|1162
1091|1091|beocat|normal|account1|users|100|user3|1003|2017-01-01T01:23:09|2017-01-01T01:23:09|2017-01-01T02:09:41|2017-01-01T02:30:34|00:20:53|0:0|COMPLETED|4|48|48|2800Mn|00:27:00|m[1-4]|normal|1|1091
1117|1117|beocat|normal|account2|users|100|user4|1004|2017-01-01T01:44:05|2017-01-01T01:44:05|2017-01-01T02:00:41|2017-01-01T02:30:37|00:29:56|0:0|COMPLETED|1|12|12|2800Mn|00:30:00|b3|normal|2|1117
1140|1140|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:04:18|2017-01-01T02:04:18|2017-01-01T02:20:41|2017-01-01T02:36:32|00:15:51|0:0|COMPLETED|1|12|12|2800Mn|00:20:00|g1|normal|2|1140
1102|1102|beocat|normal|account2|users|100|user5|1005|2017-01-01T01:29:54|2017-01-01T01:29:54|2017-01-01T02:20:41|2017-01-01T02:38:50|00:18:09|0:0|COMPLETED|1|1|1|2800Mn|00:28:00|n1|normal|2|1102
1138|1138|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:03:02|2017-01-01T02:03:02|2017-01-01T02:40:41|2017-01-01T02:40:42|00:00:01|0:0|COMPLETED|1|12|12|2800Mn|00:05:00|b4|normal|2|1138
1153|1153|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:16:42|2017-01-01T02:16:42|2017-01-01T02:20:41|2017-01-01T02:41:36|00:20:55|0:0|COMPLETED|2|24|24|2800Mn|00:22:00|b10,n4|normal|2|1153
1171|1171|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:26:31|2017-01-01T02:26:31|2017-01-01T02:40:41|2017-01-01T02:41:42|00:01:01|0:0|COMPLETED|1|6|6|2800Mn|00:05:00|b8|normal|2|1171
1151|1151|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:15:00|2017-01-01T02:15:00|2017-01-01T02:40:41|2017-01-01T02:43:04|00:02:23|0:0|COMPLETED|1|1|1|2800Mn|00:06:00|m4|normal|2|1151
1127|1127|beocat|normal|account2|users|100|user5|1005|2017-01-01T01:56:13|2017-01-01T01:56:13|2017-01-01T02:40:41|2017-01-01T02:43:07|00:02:26|0:0|COMPLETED|1|1|1|2800Mn|00:23:00|m4|normal|2|1127
1118|1118|beocat|normal|account1|users|100|user2|1002|2017-01-01T01:44:37|2017-01-01T01:44:37|2017-01-01T02:30:34|2017-01-01T02:43:16|00:12:42|0:0|COMPLETED|3|36|36|2800Mn|00:16:00|m[1-3]|normal|1|1118
1073|1073|beocat|normal|account1|users|100|user1|1001|2017-01-01T01:10:44|2017-01-01T01:10:44|2017-01-01T02:40:41|2017-01-01T02:43:38|00:02:57|0:0|COMPLETED|1|1|1|2800Mn|00:06:00|g1|normal|2|1073
1174|1174|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:31:09|2017-01-01T02:31:09|2017-01-01T02:40:41|2017-01-01T02:45:21|00:04:40|0:0|COMPLETED|1|1|1|2800Mn|00:05:00|m4|normal|2|1174
1191|1191|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:44:57|2017-01-01T02:44:57|2017-01-01T02:44:57|2017-01-01T02:47:24|00:02:27|0:0|COMPLETED|3|36|36|2800Mn|00:10:00|b[4,8-9]|normal|1|1191
1081|1081|beocat|normal|account2|users|100|user4|1004|2017-01-01T01:15:20|2017-01-01T01:15:20|2017-01-01T02:40:41|2017-01-01T02:50:09|00:09:28|0:0|COMPLETED|1|1|1|2800Mn|00:20:00|g1|normal|2|1081
1173|1173|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:29:18|2017-01-01T02:29:18|2017-01-01T02:50:10|2017-01-01T02:50:11|00:00:01|0:0|COMPLETED|2|24|24|2800Mn|00:18:00|n[3-4]|normal|1|1173
1089|1089|beocat|normal|account2|users|100|user4|1004|2017-01-01T01:19:19|2017-01-01T01:19:19|2017-01-01T02:50:10|2017-01-01T02:51:30|00:01:20|0:0|COMPLETED|1|2|2|2800Mn|00:05:00|g1|normal|1|1089
1179|1179|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:35:30|2017-01-01T02:35:30|2017-01-01T02:40:41|2017-01-01T02:53:10|00:12:29|0:0|COMPLETED|1|12|12|2800Mn|00:20:00|b7|normal|2|1179
1110|1110|beocat|normal|account1|users|100|user2|1002|2017-01-01T01:36:52|2017-01-01T01:36:52|2017-01-01T02:40:41|2017-01-01T02:54:34|00:13:53|0:0|COMPLETED|1|1|1|2800Mn|00:18:00|m4|normal|2|1110
1182|1182|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:37:54|2017-01-01T02:37:54|2017-01-01T02:40:41|2017-01-01T02:55:07|00:14:26|0:0|COMPLETED|2|24|24|2800Mn|00:20:00|b[5-6]|normal|2|1182
1131|1131|beocat|normal|account2|users|100|user4|1004|2017-01-01T01:58:39|2017-01-01T01:58:39|2017-01-01T02:43:16|2017-01-01T02:55:16|00:12:00|0:0|COMPLETED|2|24|24|2800Mn|00:22:00|m[1-2]|normal|1|1131
1074|1074|beocat|normal|account1|users|100|user2|1002|2017-01-01T01:11:05|2017-01-01T01:11:05|2017-01-01T02:40:41|2017-01-01T02:56:04|00:15:23|0:0|COMPLETED|1|6|6|2800Mn|00:20:00|m4|normal|2|1074
1184|1184|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:39:46|2017-01-01T02:39:46|2017-01-01T02:40:41|2017-01-01T02:59:41|00:19:00|0:0|COMPLETED|1|1|1|2800Mn|00:19:00|m4|normal|2|1184
1104|1104|beocat|normal|account1|users|100|user3|1003|2017-01-01T01:30:56|2017-01-01T01:30:56|2017-01-01T02:40:41|2017-01-01T03:00:07|00:19:26|0:0|COMPLETED|2|24|24|2800Mn|00:22:00|n[1-2]|normal|2|1104
1207|1207|beocat|normal|account1|users|100|user2|1002|2017-01-01T02:55:32|2017-01-01T02:55:32|2017-01-01T03:00:41|2017-01-01T03:00:42|00:00:01|0:0|COMPLETED|1|1|1|2800Mn|00:25:00|g1|normal|2|1207
1148|1148|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:10:39|2017-01-01T02:10:39|2017-01-01T03:00:41|2017-01-01T03:03:11|00:02:30|0:0|COMPLETED|2|24|24|2800Mn|00:05:00|b[4-5]|normal|2|1148
1196|1196|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:49:14|2017-01-01T02:49:14|2017-01-01T03:00:41|2017-01-01T03:04:53|00:04:12|0:0|COMPLETED|1|1|1|2800Mn|00:12:00|g1|normal|2|1196
1199|1199|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:50:18|2017-01-01T02:50:18|2017-01-01T03:00:07|2017-01-01T03:06:49|00:06:42|0:0|COMPLETED|4|48|48|2800Mn|00:30:00|m[1-4]|normal|1|1199
1190|1190|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:43:07|2017-01-01T02:43:07|2017-01-01T03:00:41|2017-01-01T03:08:41|00:08:00|0:0|COMPLETED|2|24|24|2800Mn|00:08:00|b[6-7]|normal|2|1190
1183|1183|beocat|normal|account1|users|100|user2|1002|2017-01-01T02:37:56|2017-01-01T02:37:56|2017-01-01T02:40:41|2017-01-01T03:09:41|00:29:00|0:0|COMPLETED|3|36|36|2800Mn|00:29:00|b[1-3]|normal|2|1183
1225|1225|beocat|normal|account1|users|100|user1|1001|2017-01-01T03:12:50|2017-01-01T03:12:50|2017-01-01T03:12:50|2017-01-01T03:12:51|00:00:01|0:0|COMPLETED|8|96|96|2800Mn|00:05:00|b[1-7],m1|normal|1|1225
1181|1181|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:37:27|2017-01-01T02:37:27|2017-01-01T03:00:41|2017-01-01T03:19:14|00:18:33|0:0|COMPLETED|1|6|6|2800Mn|00:24:00|g1|normal|2|1181
1136|1136|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:02:11|2017-01-01T02:02:11|2017-01-01T03:00:41|2017-01-01T03:19:56|00:19:15|0:0|COMPLETED|1|12|12|500000Mn|00:26:00|b10|normal|2|1136
1228|1228|beocat|normal|account2|users|100|user4|1004|2017-01-01T03:14:46|2017-01-01T03:14:46|2017-01-01T03:20:41|2017-01-01T03:23:41|00:03:00|0:0|COMPLETED|1|6|6|2800Mn|00:06:00|g1|normal|2|1228
1175|1175|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:31:26|2017-01-01T02:31:26|2017-01-01T03:00:41|2017-01-01T03:27:41|00:27:00|0:0|COMPLETED|2|24|24|2800Mn|00:27:00|b[8-9]|normal|2|1175
1157|1157|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:17:09|2017-01-01T02:17:09|2017-01-01T03:00:41|2017-01-01T03:27:41|00:27:00|0:0|COMPLETED|1|2|2|2800Mn|00:27:00|g1|normal|2|1157
1167|1167|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:24:31|2017-01-01T02:24:31|2017-01-01T03:00:41|2017-01-01T03:28:41|00:28:00|0:0|COMPLETED|1|1|1|2800Mn|00:28:00|g1|normal|2|1167
1229|1229|beocat|normal|account1|users|100|user3|1003|2017-01-01T03:15:04|2017-01-01T03:15:04|2017-01-01T03:15:04|2017-01-01T03:28:57|00:13:53|0:0|COMPLETED|8|96|96|2800Mn|00:24:00|b[1-7],m1|normal|1|1229
1198|1198|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:50:07|2017-01-01T02:50:07|2017-01-01T03:00:07|2017-01-01T03:29:07|00:29:00|0:0|COMPLETED|4|48|48|2800Mn|00:29:00|n[1-4]|normal|1|1198
1213|1213|beocat|normal|account1|users|100|user1|1001|2017-01-01T03:01:12|2017-01-01T03:01:12|2017-01-01T03:20:41|2017-01-01T03:30:36|00:09:55|0:0|COMPLETED|4|48|48|2800Mn|00:20:00|b10,m[2-4]|normal|2|1213
1180|1180|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:36:56|2017-01-01T02:36:56|2017-01-01T03:29:07|2017-01-01T03:32:01|00:02:54|0:0|COMPLETED|1|12|12|2800Mn|00:05:00|n4|normal|1|1180
1164|1164|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:22:23|2017-01-01T02:22:23|2017-01-01T03:32:01|2017-01-01T03:34:40|00:02:39|0:0|COMPLETED|1|6|6|2800Mn|00:07:00|m1|normal|1|1164
1177|1177|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:32:06|2017-01-01T02:32:06|2017-01-01T03:29:07|2017-01-01T03:35:37|00:06:30|0:0|COMPLETED|1|6|6|2800Mn|00:26:00|m1|normal|1|1177
1195|1195|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:47:58|2017-01-01T02:47:58|2017-01-01T03:32:01|2017-01-01T03:36:20|00:04:19|0:0|COMPLETED|1|12|12|2800Mn|00:13:00|n4|normal|1|1195
1077|1077|beocat|normal|account1|users|100|user1|1001|2017-01-01T01:12:09|2017-01-01T01:12:09|2017-01-01T03:36:20|2017-01-01T03:36:21|00:00:01|0:0|COMPLETED|1|6|6|2800Mn|00:25:00|n4|normal|1|1077
1099|1099|beocat|normal|account1|users|100|user1|1001|2017-01-01T01:28:14|2017-01-01T01:28:14|2017-01-01T03:36:23|2017-01-01T03:36:24|00:00:01|0:0|COMPLETED|1|6|6|2800Mn|00:13:00|m3|normal|1|1099
1212|1212|beocat|normal|account2|users|100|user5|1005|2017-01-01T02:57:35|2017-01-01T02:57:35|2017-01-01T03:36:23|2017-01-01T03:38:50|00:02:27|0:0|COMPLETED|1|1|1|2800Mn|00:25:00|m3|normal|1|1212
1128|1128|beocat|normal|account1|users|100|user2|1002|2017-01-01T01:56:31|2017-01-01T01:56:31|2017-01-01T03:40:41|2017-01-01T03:40:42|00:00:01|0:0|COMPLETED|1|6|6|2800Mn|00:05:00|m3|normal|2|1128
1078|1078|beocat|normal|account1|users|100|user3|1003|2017-01-01T01:12:16|2017-01-01T01:12:16|2017-01-01T03:40:41|2017-01-01T03:41:16|00:00:35|0:0|COMPLETED|1|6|6|2800Mn|00:09:00|m3|normal|2|1078
1258|1258|beocat|normal|account2|users|100|user4|1004|2017-01-01T03:37:37|2017-01-01T03:37:37|2017-01-01T03:40:41|2017-01-01T03:42:28|00:01:47|0:0|COMPLETED|1|6|6|2800Mn|00:10:00|g1|normal|2|1258
1239|1239|beocat|normal|account2|users|100|user5|1005|2017-01-01T03:22:38|2017-01-01T03:22:38|2017-01-01T03:40:41|2017-01-01T03:42:58|00:02:17|0:0|COMPLETED|1|6|6|2800Mn|00:09:00|b6|normal|2|1239
1255|1255|beocat|normal|account2|users|100|user5|1005|2017-01-01T03:36:37|2017-01-01T03:36:37|2017-01-01T03:40:41|2017-01-01T03:43:13|00:02:32|0:0|COMPLETED|1|1|1|2800Mn|00:05:00|b6|normal|2|1255
1221|1221|beocat|normal|account1|users|100|user1|1001|2017-01-01T03:11:37|2017-01-01T03:11:37|2017-01-01T03:40:41|2017-01-01T03:45:10|00:04:29|0:0|COMPLETED|1|1|1|2800Mn|00:12:00|g1|normal|2|1221
1210|1210|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:56:21|2017-01-01T02:56:21|2017-01-01T03:36:23|2017-01-01T03:45:17|00:08:54|0:0|COMPLETED|1|12|12|2800Mn|00:21:00|n4|normal|1|1210
1109|1109|beocat|normal|account1|users|100|user2|1002|2017-01-01T01:36:51|2017-01-01T01:36:51|2017-01-01T03:45:17|2017-01-01T03:45:18|00:00:01|0:0|COMPLETED|1|6|6|2800Mn|00:29:00|n4|normal|1|1109
1115|1115|beocat|normal|account1|users|100|user2|1002|2017-01-01T01:41:26|2017-01-01T01:41:26|2017-01-01T03:45:20|2017-01-01T03:45:21|00:00:01|0:0|COMPLETED|1|6|6|2800Mn|00:09:00|n4|normal|1|1115
1193|1193|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:46:36|2017-01-01T02:46:36|2017-01-01T03:36:20|2017-01-01T03:47:26|00:11:06|0:0|COMPLETED|1|12|12|2800Mn|00:24:00|m1|normal|1|1193
1241|1241|beocat|normal|account2|users|100|user4|1004|2017-01-01T03:24:11|2017-01-01T03:24:11|2017-01-01T03:40:41|2017-01-01T03:49:07|00:08:26|0:0|COMPLETED|1|1|1|2800Mn|00:22:00|g1|normal|2|1241
1139|1139|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:04:03|2017-01-01T02:04:03|2017-01-01T03:40:41|2017-01-01T03:50:41|00:10:00|0:0|COMPLETED|1|12|12|500000Mn|00:10:00|b8|normal|2|1139
1114|1114|beocat|normal|account1|users|100|user2|1002|2017-01-01T01:40:21|2017-01-01T01:40:21|2017-01-01T03:45:17|2017-01-01T03:51:11|00:05:54|0:0|COMPLETED|1|6|6|2800Mn|00:11:00|n4|normal|1|1114
1247|1247|beocat|normal|account2|users|100|user4|1004|2017-01-01T03:30:26|2017-01-01T03:30:26|2017-01-01T03:36:23|2017-01-01T03:51:25|00:15:02|0:0|COMPLETED|2|24|24|2800Mn|00:26:00|b[1-2]|normal|1|1247
1119|1119|beocat|normal|account1|users|100|user2|1002|2017-01-01T01:44:46|2017-01-01T01:44:46|2017-01-01T03:36:20|2017-01-01T03:52:43|00:16:23|0:0|COMPLETED|1|12|12|2800Mn|00:22:00|m2|normal|1|1119
1218|1218|beocat|normal|account2|users|100|user5|1005|2017-01-01T03:04:43|2017-01-01T03:04:43|2017-01-01T03:29:07|2017-01-01T03:54:06|00:24:59|0:0|COMPLETED|3|36|36|2800Mn|00:30:00|n[1-3]|normal|1|1218
1252|1252|beocat|normal|account2|users|100|user4|1004|2017-01-01T03:34:29|2017-01-01T03:34:29|2017-01-01T03:36:23|2017-01-01T03:55:24|00:19:01|0:0|COMPLETED|2|24|24|2800Mn|00:28:00|b[3-4]|normal|1|1252
1243|1243|beocat|normal|account2|users|100|user5|1005|2017-01-01T03:27:42|2017-01-01T03:27:42|2017-01-01T03:36:23|2017-01-01T03:57:23|00:21:00|0:0|COMPLETED|1|12|12|2800Mn|00:21:00|m4|normal|1|1243
1166|1166|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:24:23|2017-01-01T02:24:23|2017-01-01T04:00:41|2017-01-01T04:01:25|00:00:44|0:0|COMPLETED|1|12|12|2800Mn|00:17:00|b4|normal|2|1166
1103|1103|beocat|normal|account1|users|100|user3|1003|2017-01-01T01:30:36|2017-01-01T01:30:36|2017-01-01T03:45:20|2017-01-01T04:03:03|00:17:43|0:0|COMPLETED|1|12|12|2800Mn|00:29:00|m3|normal|1|1103
1165|1165|beocat|normal|account1|users|100|user2|1002|2017-01-01T02:23:56|2017-01-01T02:23:56|2017-01-01T03:40:41|2017-01-01T04:03:18|00:22:37|0:0|COMPLETED|1|12|12|2800Mn|00:30:00|b9|normal|2|1165
1147|1147|beocat|normal|account1|users|100|user2|1002|2017-01-01T02:10:38|2017-01-01T02:10:38|2017-01-01T03:40:41|2017-01-01T04:04:41|00:24:00|0:0|COMPLETED|1|12|12|2800Mn|00:24:00|b7|normal|2|1147
1133|1133|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:01:03|2017-01-01T02:01:03|2017-01-01T04:00:41|2017-01-01T04:05:56|00:05:15|0:0|COMPLETED|1|12|12|2800Mn|00:08:00|b3|normal|2|1133
1112|1112|beocat|normal|account1|users|100|user2|1002|2017-01-01T01:38:15|2017-01-01T01:38:15|2017-01-01T03:40:41|2017-01-01T04:07:16|00:26:35|0:0|COMPLETED|1|2|2|2800Mn|00:27:00|g1|normal|2|1112
1169|1169|beocat|normal|account1|users|100|user2|1002|2017-01-01T02:24:37|2017-01-01T02:24:37|2017-01-01T03:40:41|2017-01-01T04:07:41|00:27:00|0:0|COMPLETED|1|12|12|2800Mn|00:27:00|b10|normal|2|1169
1141|1141|beocat|normal|account1|users|100|user2|1002|2017-01-01T02:06:23|2017-01-01T02:06:23|2017-01-01T03:40:41|2017-01-01T04:09:41|00:29:00|0:0|COMPLETED|1|12|12|2800Mn|00:29:00|b5|normal|2|1141
1168|1168|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:24:35|2017-01-01T02:24:35|2017-01-01T04:00:41|2017-01-01T04:11:20|00:10:39|0:0|COMPLETED|2|24|24|2800Mn|00:20:00|m[2,4]|normal|2|1168
1273|1273|beocat|normal|account2|users|100|user4|1004|2017-01-01T03:52:38|2017-01-01T03:52:38|2017-01-01T03:54:06|2017-01-01T04:13:06|00:19:00|0:0|COMPLETED|3|36|36|2800Mn|00:19:00|b[1-2,6]|normal|1|1273
1266|1266|beocat|normal|account2|users|100|user4|1004|2017-01-01T03:48:03|2017-01-01T03:48:03|2017-01-01T03:54:06|2017-01-01T04:18:21|00:24:15|0:0|COMPLETED|4|48|48|2800Mn|00:25:00|n[1-4]|normal|1|1266
1106|1106|beocat|normal|account1|users|100|user1|1001|2017-01-01T01:33:19|2017-01-01T01:33:19|2017-01-01T04:18:21|2017-01-01T04:18:22|00:00:01|0:0|COMPLETED|1|1|1|2800Mn|00:14:00|g1|normal|1|1106
1307|1307|beocat|normal|account2|users|100|user4|1004|2017-01-01T04:17:36|2017-01-01T04:17:36|2017-01-01T04:18:21|2017-01-01T04:19:03|00:00:42|0:0|COMPLETED|4|48|48|2800Mn|00:30:00|b[1-4]|normal|1|1307
1135|1135|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:01:36|2017-01-01T02:01:36|2017-01-01T04:20:41|2017-01-01T04:21:36|00:00:55|0:0|COMPLETED|1|6|6|2800Mn|00:30:00|b5|normal|2|1135
1137|1137|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:02:23|2017-01-01T02:02:23|2017-01-01T04:00:41|2017-01-01T04:21:37|00:20:56|0:0|COMPLETED|1|12|12|2800Mn|00:29:00|m1|normal|2|1137
1211|1211|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:57:02|2017-01-01T02:57:02|2017-01-01T04:20:41|2017-01-01T04:21:38|00:00:57|0:0|COMPLETED|2|24|24|2800Mn|00:07:00|b[8-9]|normal|2|1211
1176|1176|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:31:31|2017-01-01T02:31:31|2017-01-01T04:20:41|2017-01-01T04:22:04|00:01:23|0:0|COMPLETED|1|12|12|2800Mn|00:05:00|b10|normal|2|1176
1154|1154|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:16:47|2017-01-01T02:16:47|2017-01-01T04:20:41|2017-01-01T04:22:27|00:01:46|0:0|COMPLETED|1|12|12|500000Mn|00:19:00|b4|normal|2|1154
1159|1159|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:18:45|2017-01-01T02:18:45|2017-01-01T04:20:41|2017-01-01T04:22:34|00:01:53|0:0|COMPLETED|1|12|12|2800Mn|00:06:00|b6|normal|2|1159
1170|1170|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:25:35|2017-01-01T02:25:35|2017-01-01T04:18:21|2017-01-01T04:22:48|00:04:27|0:0|COMPLETED|2|24|24|2800Mn|00:15:00|n[1-2]|normal|1|1170
1279|1279|beocat|normal|account1|users|100|user1|1001|2017-01-01T03:57:47|2017-01-01T03:57:47|2017-01-01T04:20:41|2017-01-01T04:24:20|00:03:39|0:0|COMPLETED|1|1|1|2800Mn|00:18:00|b5|normal|2|1279
1197|1197|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:49:35|2017-01-01T02:49:35|2017-01-01T04:20:41|2017-01-01T04:24:39|00:03:58|0:0|COMPLETED|1|1|1|2800Mn|00:06:00|g1|normal|2|1197
1267|1267|beocat|normal|account2|users|100|user5|1005|2017-01-01T03:48:22|2017-01-01T03:48:22|2017-01-01T04:20:41|2017-01-01T04:25:32|00:04:51|0:0|COMPLETED|1|12|12|2800Mn|00:11:00|b7|normal|2|1267
1188|1188|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:42:58|2017-01-01T02:42:58|2017-01-01T04:18:21|2017-01-01T04:26:48|00:08:27|0:0|COMPLETED|2|24|24|2800Mn|00:13:00|n[3-4]|normal|1|1188
1194|1194|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:47:50|2017-01-01T02:47:50|2017-01-01T04:20:41|2017-01-01T04:27:07|00:06:26|0:0|COMPLETED|2|24|24|2800Mn|00:19:00|b[2-3]|normal|2|1194
1209|1209|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:56:19|2017-01-01T02:56:19|2017-01-01T04:20:41|2017-01-01T04:27:36|00:06:55|0:0|COMPLETED|2|24|24|2800Mn|00:07:00|m[3-4]|normal|2|1209
1288|1288|beocat|normal|account2|users|100|user4|1004|2017-01-01T04:03:46|2017-01-01T04:03:46|2017-01-01T04:20:41|2017-01-01T04:31:45|00:11:04|0:0|COMPLETED|1|1|1|2800Mn|00:21:00|b5|normal|2|1288
1145|1145|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:09:48|2017-01-01T02:09:48|2017-01-01T04:20:41|2017-01-01T04:33:04|00:12:23|0:0|COMPLETED|1|12|12|2800Mn|00:18:00|b1|normal|2|1145
1314|1314|beocat|normal|account1|users|100|user1|1001|2017-01-01T04:23:08|2017-01-01T04:23:08|2017-01-01T04:23:08|2017-01-01T04:33:25|00:10:17|0:0|COMPLETED|8|96|96|2800Mn|00:13:00|b[4,6,8-10],m1,n[1-2]|normal|1|1314
1155|1155|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:16:54|2017-01-01T02:16:54|2017-01-01T04:20:41|2017-01-01T04:33:57|00:13:16|0:0|COMPLETED|1|12|12|2800Mn|00:19:00|m2|normal|2|1155
1274|1274|beocat|normal|account2|users|100|user5|1005|2017-01-01T03:52:58|2017-01-01T03:52:58|2017-01-01T04:36:41|2017-01-01T04:39:57|00:03:16|0:0|COMPLETED|2|24|24|2800Mn|00:28:00|n[1-2]|normal|1|1274
1105|1105|beocat|normal|account1|users|100|user1|1001|2017-01-01T01:32:54|2017-01-01T01:32:54|2017-01-01T04:18:21|2017-01-01T04:39:58|00:21:37|0:0|COMPLETED|1|1|1|2800Mn|00:27:00|g1|normal|1|1105
1142|1142|beocat|normal|account1|users|100|user2|1002|2017-01-01T02:06:32|2017-01-01T02:06:32|2017-01-01T04:40:41|2017-01-01T04:40:42|00:00:01|0:0|COMPLETED|1|6|6|2800Mn|00:17:00|n1|normal|2|1142
1219|1219|beocat|normal|account1|users|100|user2|1002|2017-01-01T03:06:40|2017-01-01T03:06:40|2017-01-01T04:40:41|2017-01-01T04:40:42|00:00:01|0:0|COMPLETED|1|12|12|500000Mn|00:16:00|b10|normal|2|1219
1204|1204|beocat|normal|account2|users|100|user4|1004|2017-01-01T02:54:44|2017-01-01T02:54:44|2017-01-01T04:40:41|2017-01-01T04:40:42|00:00:01|0:0|COMPLETED|1|1|1|2800Mn|00:19:00|n1|normal|2|1204
1332|1332|beocat|normal|account1|users|100|user3|1003|2017-01-01T04:37:45|2017-01-01T04:37:45|2017-01-01T04:40:41|2017-01-01T04:41:28|00:00:47|0:0|COMPLETED|1|1|1|2800Mn|00:10:00|b1|normal|2|1332
1232|1232|beocat|normal|account1|users|100|user3|1003|2017-01-01T03:16:26|2017-01-01T03:16:26|2017-01-01T04:40:41|2017-01-01T04:43:21|00:02:40|0:0|COMPLETED|2|24|24|2800Mn|00:14:00|b[8-9]|normal|2|1232
1262|1262|beocat|normal|account2|users|100|user5|1005|2017-01-01T03:43:39|2017-01-01T03:43:39|2017-01-01T04:40:41|2017-01-01T04:43:40|00:02:59|0:0|COMPLETED|1|6|6|500000Mn|00:13:00|b1|normal|2|1262
1095|1095|beocat|normal|account1|users|100|user3|1003|2017-01-01T01:25:38|2017-01-01T01:25:38|2017-01-01T04:40:00|2017-01-01T04:43:47|00:03:47|0:0|COMPLETED|1|1|1|2800Mn|00:08:00|n1|normal|1|1095
1143|1143|beocat|normal|account1|users|100|user2|1002|2017-01-01T02:08:06|2017-01-01T02:08:06|2017-01-01T04:40:41|2017-01-01T04:45:00|00:04:19|0:0|COMPLETED|1|1|1|2800Mn|00:07:00|n1|normal|2|1143
1161|1161|beocat|normal|account1|users|100|user3|1003|2017-01-01T02:20:58|2017-01-01T02:20:58|2017-01-01T04:20:41|2017-01-01T04:46:20|00:25:39|0:0|COMPLETED|1|1|1|2800Mn|00:30:00|b5|normal|2|1161
1236|1236|beocat|normal|account1|users|100|user1|1001|2017-01-01T03:20:34|2017-01-01T03:20:34|2017-01-01T04:20:41|2017-01-01T04:47:00|00:26:19|0:0|COMPLETED|1|1|1|2800Mn|00:29:00|b5|normal|2|1236
1317|1317|beocat|normal|account2|users|100|user5|1005|2017-01-01T04:24:33|2017-01-01T04:24:33|2017-01-01T04:40:41|2017-01-01T04:47:20|00:06:39|0:0|COMPLETED|1|6|6|500000Mn|00:10:00|b5|normal|2|1317
1093|1093|beocat|normal|account1|users|100|user3|1003|2017-01-01T01:24:04|2017-01-01T01:24:04|2017-01-01T04:40:00|2017-01-01T04:47:25|00:07:25|0:0|COMPLETED|1|1|1|2800Mn|00:28:00|n1|normal|1|1093
1152|1152|beocat|normal|account1|users|100|user1|1001|2017-01-01T02:15:10|2017-01-01T02:15:10|2017-01-01T04:40:41|2017-01-01T04:49:05|00:08:24|0:0|COMPLETED|1|1|1|2800Mn|00:14:00|n1|normal|2|1152
